year,month,rainfall_mm,temp_c,humidity_pct,soil_moisture,source,water_level_cm,level_lag_1,rain_lag_1,level_lag_2,rain_lag_2,level_lag_3,rain_lag_3,level_lag_4,rain_lag_4,level_lag_5,rain_lag_5,level_lag_6,rain_lag_6,rain_roll3,rain_roll6,rain_roll12,level_roll3,month_sin,month_cos,is_monsoon,is_winter,urban_factor
1925,10,21.51,6.75,59.58,0.2099,synthetic,307.12078091127586,345.2481959139001,110.77,328.7692914877267,200.94,245.44148650057335,207.37,142.14105039326554,73.23,116.0998305334503,25.69,118.75760505655387,6.66,111.07333333333332,106.585,58.458333333333336,327.04608943763424,-0.8660254037844386,0.5000000000000001,0,0,0.4035
1925,11,6.52,2.78,55.49,0.2291,synthetic,264.87468562434117,307.12078091127586,21.51,345.2481959139001,110.77,328.7692914877267,200.94,245.44148650057335,207.37,142.14105039326554,73.23,116.0998305334503,25.69,46.26666666666667,103.38999999999999,58.162499999999994,305.7478874831724,-0.5000000000000004,0.8660254037844384,0,1,0.4035
1925,12,7.54,-0.49,53.04,0.1561,synthetic,229.71685688303396,264.87468562434117,6.52,307.12078091127586,21.51,345.2481959139001,110.77,328.7692914877267,200.94,245.44148650057335,207.37,142.14105039326554,73.23,11.856666666666667,92.44166666666666,58.38833333333334,267.2374411395503,-2.4492935982947064e-16,1.0,0,1,0.4035
1926,1,16.55,2.4,55.03,0.193,synthetic,204.49625425747215,229.71685688303396,7.54,264.87468562434117,6.52,307.12078091127586,21.51,345.2481959139001,110.77,328.7692914877267,200.94,245.44148650057335,207.37,10.203333333333333,60.63833333333332,58.3675,233.02926558828244,0.49999999999999994,0.8660254037844387,0,1,0.40700000000000003
1926,2,9.08,6.87,53.29,0.1759,synthetic,179.01521475658876,204.49625425747215,16.55,229.71685688303396,7.54,264.87468562434117,6.52,307.12078091127586,21.51,345.2481959139001,110.77,328.7692914877267,200.94,11.056666666666667,28.66166666666666,57.979166666666664,204.4094419656983,0.8660254037844386,0.5000000000000001,0,1,0.40700000000000003
1926,3,13.21,15.61,64.43,0.2052,synthetic,160.16491383795537,179.01521475658876,9.08,204.49625425747215,16.55,229.71685688303396,7.54,264.87468562434117,6.52,307.12078091127586,21.51,345.2481959139001,110.77,12.946666666666667,12.401666666666662,58.25583333333333,181.22546095067207,1.0,6.123233995736766e-17,0,0,0.40700000000000003
1926,4,8.72,22.39,45.41,0.1992,synthetic,140.81659997355092,160.16491383795537,13.21,179.01521475658876,9.08,204.49625425747215,16.55,229.71685688303396,7.54,264.87468562434117,6.52,307.12078091127586,21.51,10.336666666666668,10.269999999999994,58.4275,159.99890952269834,0.8660254037844387,-0.49999999999999983,0,0,0.40700000000000003
1926,5,20.42,31.69,54.04,0.209,synthetic,132.15485898669112,140.81659997355092,8.72,160.16491383795537,13.21,179.01521475658876,9.08,204.49625425747215,16.55,229.71685688303396,7.54,264.87468562434117,6.52,14.116666666666667,12.586666666666664,57.988333333333344,144.37879093273247,0.49999999999999994,-0.8660254037844387,0,0,0.40700000000000003
1926,6,64.21,28.25,60.71,0.2226,synthetic,150.57957079372804,132.15485898669112,20.42,140.81659997355092,8.72,160.16491383795537,13.21,179.01521475658876,9.08,204.49625425747215,16.55,229.71685688303396,7.54,31.116666666666664,22.031666666666656,57.23666666666667,141.1836765846567,1.2246467991473532e-16,-1.0,1,0,0.40700000000000003
1926,7,268.14,26.63,87.01,0.3579,synthetic,288.7665782997722,150.57957079372804,64.21,132.15485898669112,20.42,140.81659997355092,8.72,160.16491383795537,13.21,179.01521475658876,9.08,204.49625425747215,16.55,117.58999999999999,63.96333333333332,62.30083333333332,190.50033602673048,-0.4999999999999998,-0.8660254037844388,1,0,0.40700000000000003
1926,8,235.05,25.79,75.05,0.383,synthetic,386.21903824869173,288.7665782997722,268.14,150.57957079372804,64.21,132.15485898669112,20.42,140.81659997355092,8.72,160.16491383795537,13.21,179.01521475658876,9.08,189.13333333333333,101.625,65.14333333333333,275.1883957807307,-0.8660254037844384,-0.5000000000000004,1,0,0.40700000000000003
1926,9,124.19,14.24,72.25,0.4021,synthetic,403.7665316036424,386.21903824869173,235.05,288.7665782997722,268.14,150.57957079372804,64.21,132.15485898669112,20.42,140.81659997355092,8.72,160.16491383795537,13.21,209.12666666666667,120.12166666666666,66.26166666666666,359.5840493840355,-1.0,-1.8369701987210297e-16,1,0,0.40700000000000003
1926,10,18.85,8.21,50.4,0.2465,synthetic,354.52945325072704,403.7665316036424,124.19,386.21903824869173,235.05,288.7665782997722,268.14,150.57957079372804,64.21,132.15485898669112,20.42,140.81659997355092,8.72,126.03000000000002,121.80999999999999,66.03999999999999,381.50500770102036,-0.8660254037844386,0.5000000000000001,0,0,0.40700000000000003
1926,11,5.81,1.53,59.07,0.1631,synthetic,304.32348979864,354.52945325072704,18.85,403.7665316036424,124.19,386.21903824869173,235.05,288.7665782997722,268.14,150.57957079372804,64.21,132.15485898669112,20.42,49.61666666666667,119.37499999999999,65.98083333333334,354.2064915510032,-0.5000000000000004,0.8660254037844384,0,1,0.40700000000000003
1926,12,10.8,1.96,46.96,0.2055,synthetic,265.58678878489565,304.32348979864,5.81,354.52945325072704,18.85,403.7665316036424,124.19,386.21903824869173,235.05,288.7665782997722,268.14,150.57957079372804,64.21,11.82,110.47333333333334,66.2525,308.14657727808753,-2.4492935982947064e-16,1.0,0,1,0.40700000000000003
1927,1,16.36,3.18,48.82,0.1604,synthetic,234.97038864217578,265.58678878489565,10.8,304.32348979864,5.81,354.52945325072704,18.85,403.7665316036424,124.19,386.21903824869173,235.05,288.7665782997722,268.14,10.99,68.50999999999999,66.23666666666666,268.29355574190384,0.49999999999999994,0.8660254037844387,0,1,0.41050000000000003
1927,2,21.29,7.95,56.25,0.2104,synthetic,212.62430214335177,234.97038864217578,16.36,265.58678878489565,10.8,304.32348979864,5.81,354.52945325072704,18.85,403.7665316036424,124.19,386.21903824869173,235.05,16.150000000000002,32.883333333333326,67.25416666666666,237.72715985680773,0.8660254037844386,0.5000000000000001,0,1,0.41050000000000003
1927,3,10.67,15.35,56.47,0.1786,synthetic,186.17068175990912,212.62430214335177,21.29,234.97038864217578,16.36,265.58678878489565,10.8,304.32348979864,5.81,354.52945325072704,18.85,403.7665316036424,124.19,16.106666666666666,13.963333333333324,67.0425,211.25512418181222,1.0,6.123233995736766e-17,0,0,0.41050000000000003
1927,4,13.22,23.21,49.04,0.2197,synthetic,165.53495647147352,186.17068175990912,10.67,212.62430214335177,21.29,234.97038864217578,16.36,265.58678878489565,10.8,304.32348979864,5.81,354.52945325072704,18.85,15.06,13.024999999999991,67.4175,188.10998012491146,0.8660254037844387,-0.49999999999999983,0,0,0.41050000000000003
1927,5,13.18,29.17,60.79,0.1754,synthetic,148.72868361868703,165.53495647147352,13.22,186.17068175990912,10.67,212.62430214335177,21.29,234.97038864217578,16.36,265.58678878489565,10.8,304.32348979864,5.81,12.356666666666667,14.253333333333325,66.81416666666667,166.8114406166899,0.49999999999999994,-0.8660254037844387,0,0,0.41050000000000003
1927,6,86.92,30.62,59.11,0.2569,synthetic,178.96630436588168,148.72868361868703,13.18,165.53495647147352,13.22,186.17068175990912,10.67,212.62430214335177,21.29,234.97038864217578,16.36,265.58678878489565,10.8,37.77333333333333,26.939999999999987,68.70666666666666,164.4099814853474,1.2246467991473532e-16,-1.0,1,0,0.41050000000000003
1927,7,191.96,26.86,75.55,0.3755,synthetic,267.42059285159445,178.96630436588168,86.92,148.72868361868703,13.18,165.53495647147352,13.22,186.17068175990912,10.67,212.62430214335177,21.29,234.97038864217578,16.36,97.35333333333335,56.206666666666656,62.35833333333333,198.37186027872107,-0.4999999999999998,-0.8660254037844388,1,0,0.41050000000000003
1927,8,189.74,23.01,81.38,0.4248,synthetic,341.13615978266114,267.42059285159445,191.96,178.96630436588168,86.92,148.72868361868703,13.18,165.53495647147352,13.22,186.17068175990912,10.67,212.62430214335177,21.29,156.20666666666668,84.28166666666665,58.5825,262.5076856667124,-0.8660254037844384,-0.5000000000000004,1,0,0.41050000000000003
1927,9,120.55,17.18,78.68,0.4816,synthetic,362.1933439674673,341.13615978266114,189.74,267.42059285159445,191.96,178.96630436588168,86.92,148.72868361868703,13.18,165.53495647147352,13.22,186.17068175990912,10.67,167.41666666666669,102.59499999999998,58.27916666666666,323.5833655339076,-1.0,-1.8369701987210297e-16,1,0,0.41050000000000003
1927,10,36.57,6.21,49.65,0.2145,synthetic,329.0885313771635,362.1933439674673,120.55,341.13615978266114,189.74,267.42059285159445,191.96,178.96630436588168,86.92,148.72868361868703,13.18,165.53495647147352,13.22,115.62,106.48666666666666,59.75583333333333,344.1393450424307,-0.8660254037844386,0.5000000000000001,0,0,0.41050000000000003
1927,11,7.37,3.08,57.37,0.1978,synthetic,283.80710956639166,329.0885313771635,36.57,362.1933439674673,120.55,341.13615978266114,189.74,267.42059285159445,191.96,178.96630436588168,86.92,148.72868361868703,13.18,54.83000000000001,105.51833333333333,59.88583333333333,325.02966163700745,-0.5000000000000004,0.8660254037844384,0,1,0.41050000000000003
1927,12,7.04,-2.27,52.77,0.2257,synthetic,245.25229374595298,283.80710956639166,7.37,329.0885313771635,36.57,362.1933439674673,120.55,341.13615978266114,189.74,267.42059285159445,191.96,178.96630436588168,86.92,16.993333333333343,92.20499999999998,59.57249999999999,286.0493115631694,-2.4492935982947064e-16,1.0,0,1,0.41050000000000003
1928,1,16.12,0.14,55.87,0.2116,synthetic,218.6861707971695,245.25229374595298,7.04,283.80710956639166,7.37,329.0885313771635,36.57,362.1933439674673,120.55,341.13615978266114,189.74,267.42059285159445,191.96,10.176666666666677,62.89833333333332,59.55249999999999,249.24852470317137,0.49999999999999994,0.8660254037844387,0,1,0.41400000000000003
1928,2,12.43,7.73,55.29,0.1657,synthetic,193.52962432237828,218.6861707971695,16.12,245.25229374595298,7.04,283.80710956639166,7.37,329.0885313771635,36.57,362.1933439674673,120.55,341.13615978266114,189.74,11.863333333333344,33.34666666666666,58.814166666666665,219.15602962183357,0.8660254037844386,0.5000000000000001,0,1,0.41400000000000003
1928,3,15.75,15.84,60.42,0.2316,synthetic,173.09182059634014,193.52962432237828,12.43,218.6861707971695,16.12,245.25229374595298,7.04,283.80710956639166,7.37,329.0885313771635,36.57,362.1933439674673,120.55,14.766666666666675,15.87999999999999,59.237500000000004,195.10253857196264,1.0,6.123233995736766e-17,0,0,0.41400000000000003
1928,4,4.14,21.09,57.58,0.2154,synthetic,149.7956294915865,173.09182059634014,15.75,193.52962432237828,12.43,218.6861707971695,16.12,245.25229374595298,7.04,283.80710956639166,7.37,329.0885313771635,36.57,10.773333333333342,10.47499999999999,58.48083333333333,172.13902480343498,0.8660254037844387,-0.49999999999999983,0,0,0.41400000000000003
1928,5,23.61,33.77,57.85,0.2341,synthetic,141.3231539276404,149.7956294915865,4.14,173.09182059634014,15.75,193.52962432237828,12.43,218.6861707971695,16.12,245.25229374595298,7.04,283.80710956639166,7.37,14.500000000000009,13.181666666666658,59.35,154.736868005189,0.49999999999999994,-0.8660254037844387,0,0,0.41400000000000003
1928,6,86.7,30.98,53.42,0.2228,synthetic,171.82849983834134,141.3231539276404,23.61,149.7956294915865,4.14,173.09182059634014,15.75,193.52962432237828,12.43,218.6861707971695,16.12,245.25229374595298,7.04,38.15000000000001,26.458333333333325,59.331666666666656,154.31576108585608,1.2246467991473532e-16,-1.0,1,0,0.41400000000000003
1928,7,153.2,27.64,77.57,0.4025,synthetic,238.32031300701053,171.82849983834134,86.7,141.3231539276404,23.61,149.7956294915865,4.14,173.09182059634014,15.75,193.52962432237828,12.43,218.6861707971695,16.12,87.83666666666666,49.304999999999986,56.10166666666667,183.82398892433073,-0.4999999999999998,-0.8660254037844388,1,0,0.41400000000000003
1928,8,352.98,19.7,83.43,0.3516,synthetic,414.91092581720693,238.32031300701053,153.2,171.82849983834134,86.7,141.3231539276404,23.61,149.7956294915865,4.14,173.09182059634014,15.75,193.52962432237828,12.43,197.62666666666667,106.06333333333332,69.705,275.0199128875196,-0.8660254037844384,-0.5000000000000004,1,0,0.41400000000000003
1928,9,100.18,16.63,80.32,0.3677,synthetic,413.28469700418395,414.91092581720693,352.98,238.32031300701053,153.2,171.82849983834134,86.7,141.3231539276404,23.61,149.7956294915865,4.14,173.09182059634014,15.75,202.12,120.13499999999999,68.00750000000001,355.50531194280046,-1.0,-1.8369701987210297e-16,1,0,0.41400000000000003
1928,10,22.49,8.52,51.35,0.2065,synthetic,364.387033691945,413.28469700418395,100.18,414.91092581720693,352.98,238.32031300701053,153.2,171.82849983834134,86.7,141.3231539276404,23.61,149.7956294915865,4.14,158.55,123.19333333333333,66.83416666666666,397.52755217111195,-0.8660254037844386,0.5000000000000001,0,0,0.41400000000000003
1928,11,8.13,1.03,65.72,0.219,synthetic,314.47427245022766,364.387033691945,22.49,413.28469700418395,100.18,414.91092581720693,352.98,238.32031300701053,153.2,171.82849983834134,86.7,141.3231539276404,23.61,43.6,120.61333333333333,66.8975,364.0486677154522,-0.5000000000000004,0.8660254037844384,0,1,0.41400000000000003
1928,12,2.91,0.28,51.69,0.2256,synthetic,269.23732329839527,314.47427245022766,8.13,364.387033691945,22.49,413.28469700418395,100.18,414.91092581720693,352.98,238.32031300701053,153.2,171.82849983834134,86.7,11.176666666666668,106.64833333333333,66.55333333333333,316.0328764801893,-2.4492935982947064e-16,1.0,0,1,0.41400000000000003
1929,1,10.84,1.84,57.52,0.226,synthetic,235.86609736719714,269.23732329839527,2.91,314.47427245022766,8.13,364.387033691945,22.49,413.28469700418395,100.18,414.91092581720693,352.98,238.32031300701053,153.2,7.293333333333334,82.92166666666667,66.11333333333333,273.19256437194,0.49999999999999994,0.8660254037844387,0,1,0.41750000000000004
1929,2,10.44,7.0,52.63,0.1804,synthetic,206.52863564319495,235.86609736719714,10.84,269.23732329839527,2.91,314.47427245022766,8.13,364.387033691945,22.49,413.28469700418395,100.18,414.91092581720693,352.98,8.063333333333333,25.83166666666666,65.94749999999999,237.21068543626245,0.8660254037844386,0.5000000000000001,0,1,0.41750000000000004
1929,3,22.65,15.61,48.7,0.2275,synthetic,189.0692608083838,206.52863564319495,10.44,235.86609736719714,10.84,269.23732329839527,2.91,314.47427245022766,8.13,364.387033691945,22.49,413.28469700418395,100.18,14.64333333333333,12.90999999999999,66.5225,210.48799793959196,1.0,6.123233995736766e-17,0,0,0.41750000000000004
1929,4,13.94,24.05,47.4,0.1855,synthetic,168.53825420012322,189.0692608083838,22.65,206.52863564319495,10.44,235.86609736719714,10.84,269.23732329839527,2.91,314.47427245022766,8.13,364.387033691945,22.49,15.676666666666664,11.48499999999999,67.33916666666666,188.04538355056732,0.8660254037844387,-0.49999999999999983,0,0,0.41750000000000004
1929,5,28.87,26.93,57.22,0.2232,synthetic,160.00373275806442,168.53825420012322,13.94,189.0692608083838,22.65,206.52863564319495,10.44,235.86609736719714,10.84,269.23732329839527,2.91,314.47427245022766,8.13,21.819999999999997,14.941666666666658,67.77749999999999,172.53708258885715,0.49999999999999994,-0.8660254037844387,0,0,0.41750000000000004
1929,6,43.91,29.91,38.79,0.1693,synthetic,162.77236575555185,160.00373275806442,28.87,168.53825420012322,13.94,189.0692608083838,22.65,206.52863564319495,10.44,235.86609736719714,10.84,269.23732329839527,2.91,28.906666666666666,21.77499999999999,64.21166666666666,163.77145090457984,1.2246467991473532e-16,-1.0,1,0,0.41750000000000004
1929,7,191.44,26.12,88.16,0.3571,synthetic,253.93434090650447,162.77236575555185,43.91,160.00373275806442,28.87,168.53825420012322,13.94,189.0692608083838,22.65,206.52863564319495,10.44,235.86609736719714,10.84,88.07333333333334,51.87499999999999,67.39833333333333,192.23681314004025,-0.4999999999999998,-0.8660254037844388,1,0,0.41750000000000004
1929,8,164.97,22.7,87.21,0.3569,synthetic,314.8258747097386,253.93434090650447,191.44,162.77236575555185,43.91,160.00373275806442,28.87,168.53825420012322,13.94,189.0692608083838,22.65,206.52863564319495,10.44,133.44,77.63,51.73083333333333,243.84419379059833,-0.8660254037844384,-0.5000000000000004,1,0,0.41750000000000004
1929,9,168.85,15.02,75.09,0.4139,synthetic,369.4551499522238,314.8258747097386,164.97,253.93434090650447,191.44,162.77236575555185,43.91,160.00373275806442,28.87,168.53825420012322,13.94,189.0692608083838,22.65,175.08666666666667,101.99666666666667,57.45333333333332,312.738455189489,-1.0,-1.8369701987210297e-16,1,0,0.41750000000000004
1929,10,32.09,6.6,55.35,0.1884,synthetic,333.4905354719141,369.4551499522238,168.85,314.8258747097386,164.97,253.93434090650447,191.44,162.77236575555185,43.91,160.00373275806442,28.87,168.53825420012322,13.94,121.97000000000001,105.02166666666665,58.25333333333333,339.25718671129215,-0.8660254037844386,0.5000000000000001,0,0,0.41750000000000004
1929,11,8.32,3.0,62.93,0.1629,synthetic,288.15268527382443,333.4905354719141,32.09,369.4551499522238,168.85,314.8258747097386,164.97,253.93434090650447,191.44,162.77236575555185,43.91,160.00373275806442,28.87,69.75333333333333,101.59666666666665,58.26916666666667,330.36612356598744,-0.5000000000000004,0.8660254037844384,0,1,0.41750000000000004
1929,12,17.47,-2.93,54.24,0.2176,synthetic,255.61424028550496,288.15268527382443,8.32,333.4905354719141,32.09,369.4551499522238,168.85,314.8258747097386,164.97,253.93434090650447,191.44,162.77236575555185,43.91,19.293333333333333,97.19,59.482499999999995,292.41915367708117,-2.4492935982947064e-16,1.0,0,1,0.41750000000000004
1930,1,16.48,1.08,53.96,0.1852,synthetic,227.9476425259122,255.61424028550496,17.47,288.15268527382443,8.32,333.4905354719141,32.09,369.4551499522238,168.85,314.8258747097386,164.97,253.93434090650447,191.44,14.089999999999998,68.02999999999999,59.95249999999999,257.2381893617472,0.49999999999999994,0.8660254037844387,0,1,0.42100000000000004
1930,2,14.29,8.77,56.79,0.1792,synthetic,202.3295031274704,227.9476425259122,16.48,255.61424028550496,17.47,288.15268527382443,8.32,333.4905354719141,32.09,369.4551499522238,168.85,314.8258747097386,164.97,16.08,42.91666666666666,60.27333333333333,228.6304619796292,0.8660254037844386,0.5000000000000001,0,1,0.42100000000000004
1930,3,18.41,15.46,59.06,0.2189,synthetic,183.83028948625682,202.3295031274704,14.29,227.9476425259122,16.48,255.61424028550496,17.47,288.15268527382443,8.32,333.4905354719141,32.09,369.4551499522238,168.85,16.393333333333334,17.843333333333323,59.919999999999995,204.7024783798798,1.0,6.123233995736766e-17,0,0,0.42100000000000004
1930,4,5.68,21.66,58.74,0.2183,synthetic,158.3757035112734,183.83028948625682,18.41,202.3295031274704,14.29,227.9476425259122,16.48,255.61424028550496,17.47,288.15268527382443,8.32,333.4905354719141,32.09,12.793333333333335,13.441666666666658,59.231666666666655,181.51183204166685,0.8660254037844387,-0.49999999999999983,0,0,0.42100000000000004
1930,5,19.85,28.17,61.39,0.1823,synthetic,146.95852923676998,158.3757035112734,5.68,183.83028948625682,18.41,202.3295031274704,14.29,227.9476425259122,16.48,255.61424028550496,17.47,288.15268527382443,8.32,14.646666666666667,15.363333333333324,58.47999999999999,163.05484074476672,0.49999999999999994,-0.8660254037844387,0,0,0.42100000000000004
1930,6,77.45,29.7,53.91,0.233,synthetic,171.45157338537356,146.95852923676998,19.85,158.3757035112734,5.68,183.83028948625682,18.41,202.3295031274704,14.29,227.9476425259122,16.48,255.61424028550496,17.47,34.32666666666667,25.359999999999996,61.275,158.9286020444723,1.2246467991473532e-16,-1.0,1,0,0.42100000000000004
1930,7,270.67,29.21,86.53,0.4006,synthetic,308.0263937023346,171.45157338537356,77.45,146.95852923676998,19.85,158.3757035112734,5.68,183.83028948625682,18.41,202.3295031274704,14.29,227.9476425259122,16.48,122.65666666666668,67.725,67.8775,208.81216544149274,-0.4999999999999998,-0.8660254037844388,1,0,0.42100000000000004
1930,8,241.54,22.03,81.62,0.3961,synthetic,406.8319250352521,308.0263937023346,270.67,171.45157338537356,77.45,146.95852923676998,19.85,158.3757035112734,5.68,183.83028948625682,18.41,202.3295031274704,14.29,196.5533333333333,105.60000000000001,74.25833333333334,295.4366307076534,-0.8660254037844384,-0.5000000000000004,1,0,0.42100000000000004
1930,9,124.07,15.89,75.91,0.4628,synthetic,419.30163182266386,406.8319250352521,241.54,308.0263937023346,270.67,171.45157338537356,77.45,146.95852923676998,19.85,158.3757035112734,5.68,183.83028948625682,18.41,212.09333333333336,123.21,70.52666666666666,378.05331685341685,-1.0,-1.8369701987210297e-16,1,0,0.42100000000000004
1930,10,19.44,5.68,60.79,0.2237,synthetic,367.9829211053455,419.30163182266386,124.07,406.8319250352521,241.54,308.0263937023346,270.67,171.45157338537356,77.45,146.95852923676998,19.85,158.3757035112734,5.68,128.35,125.50333333333333,69.4725,398.0388259877538,-0.8660254037844386,0.5000000000000001,0,0,0.42100000000000004
1930,11,9.75,2.95,54.94,0.1731,synthetic,318.83134922529956,367.9829211053455,19.44,419.30163182266386,124.07,406.8319250352521,241.54,308.0263937023346,270.67,171.45157338537356,77.45,146.95852923676998,19.85,51.086666666666666,123.82,69.59166666666667,368.70530071776966,-0.5000000000000004,0.8660254037844384,0,1,0.42100000000000004
1930,12,10.27,-1.02,59.88,0.1956,synthetic,277.9271538638754,318.83134922529956,9.75,367.9829211053455,19.44,419.30163182266386,124.07,406.8319250352521,241.54,308.0263937023346,270.67,171.45157338537356,77.45,13.153333333333334,112.62333333333333,68.99166666666666,321.5804747315068,-2.4492935982947064e-16,1.0,0,1,0.42100000000000004
1931,1,10.67,1.53,57.06,0.1831,synthetic,242.39925567515726,277.9271538638754,10.27,318.83134922529956,9.75,367.9829211053455,19.44,419.30163182266386,124.07,406.8319250352521,241.54,308.0263937023346,270.67,10.229999999999999,69.28999999999999,68.5075,279.7192529214441,0.49999999999999994,0.8660254037844387,0,1,0.42450000000000004
1931,2,12.82,7.87,56.22,0.1848,synthetic,213.3456005224371,242.39925567515726,10.67,277.9271538638754,10.27,318.83134922529956,9.75,367.9829211053455,19.44,419.30163182266386,124.07,406.8319250352521,241.54,11.253333333333332,31.169999999999987,68.385,244.5573366871566,0.8660254037844386,0.5000000000000001,0,1,0.42450000000000004
1931,3,11.69,15.35,47.76,0.1578,synthetic,188.1226619222793,213.3456005224371,12.82,242.39925567515726,10.67,277.9271538638754,10.27,318.83134922529956,9.75,367.9829211053455,19.44,419.30163182266386,124.07,11.726666666666667,12.43999999999999,67.825,214.6225060399579,1.0,6.123233995736766e-17,0,0,0.42450000000000004
1931,4,5.99,22.18,56.55,0.2443,synthetic,163.98039369278843,188.1226619222793,11.69,213.3456005224371,12.82,242.39925567515726,10.67,277.9271538638754,10.27,318.83134922529956,9.75,367.9829211053455,19.44,10.166666666666666,10.198333333333325,67.85083333333333,188.48288537916827,0.8660254037844387,-0.49999999999999983,0,0,0.42450000000000004
1931,5,26.0,27.75,54.9,0.1699,synthetic,155.16470019369999,163.98039369278843,5.99,188.1226619222793,11.69,213.3456005224371,12.82,242.39925567515726,10.67,277.9271538638754,10.27,318.83134922529956,9.75,14.56,12.906666666666657,68.36333333333333,169.08925193625592,0.49999999999999994,-0.8660254037844387,0,0,0.42450000000000004
1931,6,64.58,29.57,56.61,0.1752,synthetic,170.39063506276145,155.16470019369999,26.0,163.98039369278843,5.99,188.1226619222793,11.69,213.3456005224371,12.82,242.39925567515726,10.67,277.9271538638754,10.27,32.19,21.958333333333325,67.29083333333334,163.17857631641664,1.2246467991473532e-16,-1.0,1,0,0.42450000000000004
1931,7,248.17,30.29,79.46,0.4121,synthetic,294.03188351990383,170.39063506276145,64.58,155.16470019369999,26.0,163.98039369278843,5.99,188.1226619222793,11.69,213.3456005224371,12.82,242.39925567515726,10.67,112.91666666666667,61.54166666666666,65.41583333333332,206.5290729254551,-0.4999999999999998,-0.8660254037844388,1,0,0.42450000000000004
1931,8,242.1,21.9,81.12,0.4004,synthetic,395.2756797665922,294.03188351990383,248.17,170.39063506276145,64.58,155.16470019369999,26.0,163.98039369278843,5.99,188.1226619222793,11.69,213.3456005224371,12.82,184.95000000000002,99.755,65.46249999999999,286.5660661164191,-0.8660254037844384,-0.5000000000000004,1,0,0.42450000000000004
